LECROYLT354M ,814
Segments,1,SegmentSize,502
Segment,TrigTime,TimeSinceSegment1
#1,08-May-2018 11:09:04,0
Time,Ampl
-3.5e-07,0
-3.49e-07,0
-3.48e-07,0
-3.47e-07,0
-3.46e-07,-0.015625
-3.45e-07,0
-3.44e-07,-0.015625
-3.43e-07,-0.015625
-3.42e-07,0
-3.41e-07,0
-3.4e-07,0.015625
-3.39e-07,-0.015625
-3.38e-07,-0.015625
-3.37e-07,0.015625
-3.36e-07,0.015625
-3.35e-07,-0.03125
-3.34e-07,-0.015625
-3.33e-07,-0.03125
-3.32e-07,0.015625
-3.31e-07,0.015625
-3.3e-07,0
-3.29e-07,0
-3.28e-07,0
-3.27e-07,-0.015625
-3.26e-07,0
-3.25e-07,0
-3.24e-07,0
-3.23e-07,0
-3.22e-07,0
-3.21e-07,0
-3.2e-07,-0.03125
-3.19e-07,0
-3.18e-07,0
-3.17e-07,0.015625
-3.16e-07,0
-3.15e-07,0.015625
-3.14e-07,-0.03125
-3.13e-07,0
-3.12e-07,0
-3.11e-07,0
-3.1e-07,0
-3.09e-07,0
-3.08e-07,0.015625
-3.07e-07,0
-3.06e-07,0
-3.05e-07,0
-3.04e-07,-0.015625
-3.03e-07,0
-3.02e-07,-0.03125
-3.01e-07,0
-3e-07,-0.015625
-2.99e-07,0
-2.98e-07,0
-2.97e-07,0
-2.96e-07,0
-2.95e-07,-0.015625
-2.94e-07,0
-2.93e-07,-0.015625
-2.92e-07,0
-2.91e-07,-0.015625
-2.9e-07,-0.015625
-2.89e-07,0.015625
-2.88e-07,0
-2.87e-07,0
-2.86e-07,0
-2.85e-07,-0.015625
-2.84e-07,0
-2.83e-07,0
-2.82e-07,0.015625
-2.81e-07,-0.03125
-2.8e-07,-0.015625
-2.79e-07,0
-2.78e-07,0.015625
-2.77e-07,0.015625
-2.76e-07,0
-2.75e-07,0
-2.74e-07,0
-2.73e-07,-0.015625
-2.72e-07,0.015625
-2.71e-07,0
-2.7e-07,-0.015625
-2.69e-07,0
-2.68e-07,0
-2.67e-07,0.015625
-2.66e-07,0
-2.65e-07,0
-2.64e-07,0
-2.63e-07,0
-2.62e-07,0
-2.61e-07,0
-2.6e-07,0
-2.59e-07,0
-2.58e-07,0
-2.57e-07,0
-2.56e-07,0
-2.55e-07,0
-2.54e-07,0
-2.53e-07,0
-2.52e-07,-0.015625
-2.51e-07,0
-2.5e-07,0
-2.49e-07,0.015625
-2.48e-07,0
-2.47e-07,-0.015625
-2.46e-07,0.015625
-2.45e-07,0.015625
-2.44e-07,0
-2.43e-07,-0.015625
-2.42e-07,-0.03125
-2.41e-07,-0.015625
-2.4e-07,-0.015625
-2.39e-07,-0.015625
-2.38e-07,-0.015625
-2.37e-07,-0.03125
-2.36e-07,0
-2.35e-07,0
-2.34e-07,-0.015625
-2.33e-07,-0.015625
-2.32e-07,-0.015625
-2.31e-07,0.015625
-2.3e-07,0.015625
-2.29e-07,0.03125
-2.28e-07,0.015625
-2.27e-07,0.0625
-2.26e-07,0.015625
-2.25e-07,-0.03125
-2.24e-07,-0.09375
-2.23e-07,-0.1875
-2.22e-07,-0.28125
-2.21e-07,-0.34375
-2.2e-07,-0.375
-2.19e-07,-0.40625
-2.18e-07,-0.4375
-2.17e-07,-0.5
-2.16e-07,-0.5
-2.15e-07,-0.5
-2.14e-07,-0.46875
-2.13e-07,-0.46875
-2.12e-07,-0.4375
-2.11e-07,-0.4375
-2.1e-07,-0.375
-2.09e-07,-0.359375
-2.08e-07,-0.34375
-2.07e-07,-0.34375
-2.06e-07,-0.34375
-2.05e-07,-0.3125
-2.04e-07,-0.3125
-2.03e-07,-0.34375
-2.02e-07,-0.375
-2.01e-07,-0.34375
-2e-07,-0.375
-1.99e-07,-0.359375
-1.98e-07,-0.375
-1.97e-07,-0.40625
-1.96e-07,-0.421875
-1.95e-07,-0.421875
-1.94e-07,-0.40625
-1.93e-07,-0.421875
-1.92e-07,-0.40625
-1.91e-07,-0.421875
-1.9e-07,-0.40625
-1.89e-07,-0.40625
-1.88e-07,-0.421875
-1.87e-07,-0.421875
-1.86e-07,-0.40625
-1.85e-07,-0.40625
-1.84e-07,-0.390625
-1.83e-07,-0.375
-1.82e-07,-0.40625
-1.81e-07,-0.40625
-1.8e-07,-0.40625
-1.79e-07,-0.40625
-1.78e-07,-0.40625
-1.77e-07,-0.40625
-1.76e-07,-0.421875
-1.75e-07,-0.40625
-1.74e-07,-0.4375
-1.73e-07,-0.40625
-1.72e-07,-0.421875
-1.71e-07,-0.421875
-1.7e-07,-0.4375
-1.69e-07,-0.40625
-1.68e-07,-0.40625
-1.67e-07,-0.40625
-1.66e-07,-0.390625
-1.65e-07,-0.375
-1.64e-07,-0.40625
-1.63e-07,-0.390625
-1.62e-07,-0.390625
-1.61e-07,-0.390625
-1.6e-07,-0.375
-1.59e-07,-0.375
-1.58e-07,-0.375
-1.57e-07,-0.375
-1.56e-07,-0.40625
-1.55e-07,-0.390625
-1.54e-07,-0.40625
-1.53e-07,-0.375
-1.52e-07,-0.375
-1.51e-07,-0.375
-1.5e-07,-0.375
-1.49e-07,-0.375
-1.48e-07,-0.375
-1.47e-07,-0.375
-1.46e-07,-0.375
-1.45e-07,-0.375
-1.44e-07,-0.375
-1.43e-07,-0.359375
-1.42e-07,-0.375
-1.41e-07,-0.359375
-1.4e-07,-0.359375
-1.39e-07,-0.34375
-1.38e-07,-0.34375
-1.37e-07,-0.359375
-1.36e-07,-0.359375
-1.35e-07,-0.390625
-1.34e-07,-0.40625
-1.33e-07,-0.421875
-1.32e-07,-0.390625
-1.31e-07,-0.375
-1.3e-07,-0.390625
-1.29e-07,-0.390625
-1.28e-07,-0.375
-1.27e-07,-0.375
